lc,lr,hc,ln,ang,pk,gw,is_gw,iso,ld
ts,Africa,ZA,Xitsonga,Tsonga,6323,en,False,tso,ltr
tsa,Africa,CG,Tsaangi,Tsaangi,6324,fr,False,tsa,ltr
tsb,Africa,ET,Tsamai,Tsamai,6325,am,False,tsb,ltr
tsc,Africa,MZ,Tswa,Tswa,6326,pt,False,tsc,ltr
tsd,Europe,GR,Tsakonian,Tsakonian,6327,en,False,tsd,ltr
tse,Africa,TN,Tunisian Sign Language,Tunisian Sign Language,6328,ar,False,tse,ltr
tsg,Asia,PH,Tausug,Tausug,6329,en,False,tsg,ltr
tsg-x-timurindel,Asia,MY,Timur Indelio,Timur Indelio,8730,ms,False,UNKNOWN,ltr
tsh,Africa,CM,Tsuvan,Tsuvan,6330,fr,False,tsh,ltr
tsi,Americas,CA,Tsimshian,Tsimshian,6331,en,False,tsi,ltr
tsj,Asia,BT,Tshangla,Tshangla,6332,dz,False,tsj,ltr
tsk,Asia,CN,Tseku,Tseku,6333,zh,False,tsk,ltr
tsl,Asia,VN,Ts'ün-Lao,Ts’ün-Lao,6334,vi,False,tsl,ltr
tsm,Asia,TR,Turkish Sign Language,Turkish Sign Language,6335,tr,False,tsm,ltr
tsp,Africa,BF,Northern Toussian,"Toussian, Northern",6336,fr,False,tsp,ltr
tsq,Asia,TH,Thai Sign Language,Thai Sign Language,6337,th,False,tsq,ltr
tsr,Pacific,VU,Akei,Akei,6338,fr,False,tsr,ltr
tss,Asia,TW,Taiwan Sign Language,Taiwan Sign Language,6339,zh,False,tss,ltr
tst,Africa,ML,Tondi Songway Kiini,Tondi Songway Kiini,6340,fr,False,tst,ltr
tsu,Asia,TW,Tsou,Tsou,6341,zh,False,tsu,ltr
tsv,Africa,GA,Tsogo,Tsogo,6342,fr,False,tsv,ltr
tsw,Africa,NG,Tsishingini,Tsishingini,6343,en,False,tsw,ltr
tsx,Pacific,PG,Mubami,Mubami,6344,tpi,False,tsx,ltr
tsy,Africa,ML,Tebul Sign Language,Tebul Sign Language,6345,fr,False,tsy,ltr
tsz,Americas,MX,Purepecha,Purepecha,6346,es-419,False,tsz,ltr
tt,Europe,RU,"татар теле, tatar tele",Tatar,6347,ru,False,tat,ltr
tta,Americas,US,Tutelo,,6348,,False,tta,ltr
ttb,Africa,NG,Gaa,Gaa,6349,en,False,ttb,ltr
ttc,Americas,GT,Tektiteko,Tektiteko,6350,es-419,False,ttc,ltr
ttd,Pacific,PG,Tauade,Tauade,6351,tpi,False,ttd,ltr
ttd-x-aivara,Pacific,PG,Aivara,Aivara,8543,tpi,False,UNKNOWN,ltr
ttd-x-ivani,Pacific,PG,Ivani,Ivani,8544,tpi,False,UNKNOWN,ltr
ttd-x-pioro,Pacific,PG,Pioro,Pioro,8540,tpi,False,UNKNOWN,ltr
tte,Pacific,PG,Bwanabwana,Bwanabwana,6352,tpi,False,tte,ltr
ttf,Africa,CM,Tuotomb,Tuotomb,6353,fr,False,ttf,ltr
ttg,Asia,BN,Tutong,Tutong,6354,ms,False,ttg,ltr
tth,Asia,LA,Upper Ta'oih,"Ta’oih, Upper",6355,lo,False,tth,ltr
tti,Asia,ID,Tobati,Tobati,6356,id,False,tti,ltr
ttj,Africa,UG,Tooro,Tooro,6357,en,False,ttj,ltr
ttk,Americas,CO,Totoro,Totoro,6358,es-419,False,ttk,ltr
ttl,Africa,ZM,Totela,Totela,6359,en,False,ttl,ltr
ttm,Americas,CA,Northern Tutchone,"Tutchone, Northern",6360,en,False,ttm,ltr
ttn,Asia,ID,Towei,Towei,6361,id,False,ttn,ltr
tto,Asia,LA,Lower Ta'oih,"Ta’oih, Lower",6362,lo,False,tto,ltr
ttp,Asia,ID,Tombelala,Tombelala,6363,id,False,ttp,ltr
ttq,Africa,NE,Tawallammat Tamajaq,"Tamajaq, Tawallammat",6364,fr,False,ttq,ltr
ttq-x-ttwestniger,Africa,NE,Tawellemmet,Tawellemet,8113,fr,False,UNKNOWN,ltr
ttr,Africa,NG,Tera,Tera,6365,en,False,ttr,ltr
tts,Asia,TH,Northeastern Thai,"Thai, Northeastern",6366,th,False,tts,ltr
ttt,Asia,AZ,Tat dili,"Tat, Muslim",6367,ru,False,ttt,ltr
ttt-x-ismai,Asia,AZ,Ismaili,Ismaili,1,ru,False,UNKNOWN,ltr
ttt-x-txizi,Asia,AZ,Xizi,Chichi,3,ru,False,UNKNOWN,ltr
ttu,Pacific,PG,Torau,Torau,6368,tpi,False,ttu,ltr
ttv,Pacific,PG,Titan,Titan,6369,tpi,False,ttv,ltr
ttw,Asia,MY,Long Wat,Long Wat,6370,ms,False,ttw,ltr
tty,Asia,ID,Sikaritai,Sikaritai,6371,id,False,tty,ltr
ttz,Asia,NP,Tsum,Tsum,6372,ne,False,ttz,ltr
tua,Pacific,PG,Wiarumus,Wiarumus,6373,tpi,False,tua,ltr
tub,Americas,US,Tübatulabal,Tübatulabal,6374,en,False,tub,ltr
tuc,Pacific,PG,Mutu,Mutu,6375,tpi,False,tuc,ltr
tud,Americas,BR,Tuxá,Tuxá,6376,pt,False,tud,ltr
tue,Americas,CO,Tuyuca,Tuyuca,6377,es-419,False,tue,ltr
tuf,Americas,CO,Central Tunebo,"Tunebo, Central",6378,es-419,False,tuf,ltr
tug,Africa,TD,Tunia,Tunia,6379,ar,False,tug,ltr
tuh,Pacific,PG,Taulil,Taulil,6380,tpi,False,tuh,ltr
tui,Africa,CM,Tupuri,Tupuri,6381,fr,False,tui,ltr
tuj,Asia,ID,Tugutil,Tugutil,6382,id,False,tuj,ltr
tuk-x-levantin,Asia,TR,Levantine Turkmen,Levantine Turkmen,7658,tr,False,UNKNOWN,rtl
tul,Africa,NG,Tula,Tula,6383,en,False,tul,ltr
tum,Africa,MW,Tumbuka,Tumbuka,6384,en,False,tum,ltr
tum-x-yombe,Africa,ZM,Tumbuka Yombe,Tumbuka Yombe,8508,en,False,UNKNOWN,ltr
tun,Americas,US,Tunica,Tunica,6385,en,False,tun,ltr
tuo,Americas,BR,Tucano,Tucano,6386,pt,False,tuo,ltr
tuq,Africa,TD,Tedaga,Tedaga,6387,ar,False,tuq,ltr
tus,Americas,CA,Tuscarora,Tuscarora,6388,en,False,tus,ltr
tuv,Africa,KE,Turkana,Turkana,6389,sw,False,tuv,ltr
tuy,Africa,KE,Tugen,Tugen,6390,sw,False,tuy,ltr
tuz,Africa,BF,Turka,Turka,6391,fr,False,tuz,ltr
tva,Pacific,SB,Vaghua,Vaghua,6392,pis,False,tva,ltr
tvd,Africa,NG,Tsuvadi,Tsuvadi,6393,en,False,tvd,ltr
tvk,Pacific,VU,Southeast Ambrym,"Ambrym, Southeast",6394,fr,False,tvk,ltr
tvl,Pacific,TV,Tuvalu,Tuvaluan,6395,en,False,tvl,ltr
tvm,Asia,ID,Tela-Masbuar,Tela-Masbuar,6396,id,False,tvm,ltr
tvn,Asia,MM,Tavoyan,Tavoyan,6397,my,False,tvn,ltr
tvo,Asia,ID,Tidore,Tidore,6398,id,False,tvo,ltr
tvs,Africa,KE,Taveta,Taveta,6399,sw,False,tvs,ltr
tvt,Asia,IN,Tutsa Naga,"Naga, Tutsa",6400,en,False,tvt,ltr
tvu,Africa,CM,Tunen,Tunen,6401,fr,False,tvu,ltr
tvw,Asia,ID,Sedoa,Sedoa,6402,id,False,tvw,ltr
tw,Africa,TG,Twi,Twi,6403,en,False,twi,ltr
twa,Americas,US,Twana,Twana,6404,en,False,twa,ltr
twb,Asia,PH,Western Tawbuid,"Tawbuid, Western",6405,en,False,twb,ltr
twc,Africa,NG,Teshenawa,Teshenawa,6406,,False,twc,ltr
twd,Europe,NL,Twents,Twents,6407,nl,False,twd,ltr
twe,Asia,ID,Tewa (Indonesia),Teiwa,6408,id,False,twe,ltr
twe-x-lebang,Asia,ID,Dayak Lebang,,7967,id,False,UNKNOWN,ltr
twf,Americas,US,Northern Tiwa,"Tiwa, Northern",6409,en,False,twf,ltr
twg,Asia,ID,Tereweng,Tereweng,6410,id,False,twg,ltr
twh,Asia,VN,Tai Dón,Tai Dón,6411,vi,False,twh,ltr
twl,Africa,MZ,Tawara,Tawara,6412,pt,False,twl,ltr
twm,Asia,IN,Tawang Monpa,"Monpa, Tawang",6413,en,False,twm,ltr
twm-x-memba,Asia,IN,Memba,,7596,hi,False,UNKNOWN,ltr
twm-x-mompa,Asia,IN,Mompa,,7599,en,False,UNKNOWN,ltr
twn,Africa,CM,Twendi,Twendi,6414,fr,False,twn,ltr
two,Africa,BW,Tswapong,Tswapong,6415,en,False,two,ltr
twp,Pacific,PG,Ere,Ere,6416,tpi,False,twp,ltr
twq,Africa,NE,Tasawaq,Tasawaq,6417,fr,False,twq,ltr
twr,Americas,MX,Southwestern Tarahumara,"Tarahumara, Southwestern",6418,es-419,False,twr,ltr
twt,Americas,BR,Turiwára,Turiwára,6419,pt,False,twt,ltr
twu,Asia,ID,Termanu,Termanu,6420,id,False,twu,ltr
tww,Pacific,PG,Tuwari,Tuwari,6421,tpi,False,tww,ltr
twx,Africa,MZ,Tewe,Tewe,6422,pt,False,twx,ltr
twy,Asia,ID,Tawoyan,Tawoyan,6423,id,False,twy,ltr
txa,Asia,MY,Tombonuo,Tombonuo,6424,ms,False,txa,ltr
txa-x-lingkabau,Asia,MY,Lingkabau,Lingkabau,8569,ms,False,UNKNOWN,ltr
txb,Asia,CN,Tokharian B,Tokharian B,6425,,False,txb,ltr
txc,Americas,CA,Tsetsaut,Tsetsaut,6426,,False,txc,ltr
txe,Asia,ID,Totoli,Totoli,6427,id,False,txe,ltr
txg,Asia,CN,Tangut,Tangut,6428,,False,txg,ltr
txh,Europe,BG,Thracian,Thracian,6429,,False,txh,ltr
txi,Americas,BR,Ikpeng,Ikpeng,6430,pt,False,txi,ltr
txj,Africa,NG,Tarjumo,Tarjumo,6431,en,False,txj,ltr
txm,Asia,ID,Tomini,Tomini,6432,id,False,txm,ltr
txn,Asia,ID,West Tarangan,"Tarangan, West",6433,abs,False,txn,ltr
txo,Asia,IN,Toto,Toto,6434,hi,False,txo,ltr
txq,Asia,ID,Tii,Tii,6435,id,False,txq,ltr
txr,Europe,ES,Tartessian,Tartessian,6436,,False,txr,ltr
txs,Asia,ID,Tonsea,Tonsea,6437,id,False,txs,ltr
txt,Asia,ID,Citak,Citak,6438,id,False,txt,ltr
txu,Americas,BR,Kayapó,Kayapó,6439,pt,False,txu,ltr
txx,Asia,MY,Tatana,Tatana,6440,ms,False,txx,ltr
txy,Africa,MG,Tanosy Malagasy,"Malagasy, Tanosy",6441,plt,False,txy,ltr
ty,Pacific,PF,Reo Tahiti,Tahitian,6442,fr,False,tah,ltr
tya,Pacific,PG,Tauya,Tauya,6443,tpi,False,tya,ltr
tya-x-kausi,Pacific,PG,Kausi,Kausi,8712,tpi,False,UNKNOWN,ltr
tya-x-pukesi,Pacific,PG,Pukesi,Pukesi,8711,tpi,False,UNKNOWN,ltr
tye,Africa,NG,Kyanga,Kyanga,6444,en,False,tye,ltr
tyh,Asia,VN,Ơ Đu,O’du,6445,vi,False,tyh,ltr
tyi,Africa,CG,Teke-Tsaayi,Teke-Tsaayi,6446,fr,False,tyi,ltr
tyj,Asia,VN,Tai Do,Tai Do,6447,vi,False,tyj,ltr
tyl,Asia,VN,Thu Lao,Thu Lao,6448,vi,False,tyl,ltr
tyn,Asia,ID,Kombai,Kombai,6449,id,False,tyn,ltr
tyr,Asia,VN,Táy-Môc-Châu,Tai Daeng,6450,vi,False,tyr,ltr
tys,Asia,VN,Tày Sa Pa,Tày Sa Pa,6451,vi,False,tys,ltr
tyt,Asia,VN,Tày Tấc,Tay Tac,6452,vi,False,tyt,ltr
tyu,Africa,BW,Kua,Kua,6453,en,False,tyu,ltr
tyv,Europe,RU,Тувинский,Tuva,6454,ru,False,tyv,ltr
tyx,Africa,CG,Teke-Tyee,Teke-Tyee,6455,fr,False,tyx,ltr
tyz,Asia,VN,Tiếng Tày,Tày,6456,vi,False,tyz,ltr
tza,Africa,TZ,Tanzanian Sign Language,Tanzanian Sign Language,6457,sw,False,tza,ltr
tzc,Americas,MX,tsotzil,Chamula Tzotzil,8072,es-419,False,UNKNOWN,ltr
tzh,Americas,MX,Tzeltal,Tzeltal,6458,es-419,False,tzh,ltr
tzh-x-oxchuctzeltal,Americas,MX,Tzeltal de Oxchuc,Tzeltal de Oxchuc,8071,es-419,False,UNKNOWN,ltr
tzh-x-tenejapa,Americas,MX,Tzeltal de Tenejapa,Tzeltal de Tenejapa,8074,es-419,False,UNKNOWN,ltr
tzj,Americas,GT,Tz'utujil,Tz’utujil,6459,es-419,False,tzj,ltr
tzl,,,Talossan,,6460,,False,tzl,ltr
tzm,Africa,MA,ⵜⴰⵎⴰⵣⵉⵖⵜ,"Tamazight, Central Atlas",6461,ar,False,tzm,ltr
tzn,Asia,ID,Tugun,Tugun,6462,id,False,tzn,ltr
tzo,Americas,MX,Tzotzil,Tzotzil,6463,es-419,False,tzo,ltr
tzo-x-chalchihuitan,Americas,MX,Tzotzil de Chalchihuitan,Tzotzil de Chalchihuitan,8073,es-419,False,UNKNOWN,ltr
tzo-x-chenalho,Americas,MX,Tzotzil de Chenalhó,Tzotzil de Chenalho,8076,es-419,False,UNKNOWN,ltr
tzo-x-huixtan,Americas,MX,Tzotzil de Huixtan,Tzotzil de Huixtan,8075,es-419,False,UNKNOWN,ltr
tzx,Pacific,PG,Tabriak,Tabriak,6464,tpi,False,tzx,ltr
uam,Americas,BR,Uamué,Uamué,6465,pt,False,uam,ltr
uan,Asia,LA,Kuan,Kuan,6466,lo,False,uan,ltr
uar,Pacific,PG,Tairuma,Tairuma,6467,tpi,False,uar,ltr
uba,Africa,NG,Ubang,Ubang,6468,en,False,uba,ltr
ubi,Africa,TD,Ubi,Ubi,6469,ar,False,ubi,ltr
ubl,Asia,PH,Buhi'non Bikol,"Bikol, Buhi’non",6470,en,False,ubl,ltr
ubr,Pacific,PG,Ubir,Ubir,6471,tpi,False,ubr,ltr
ubu,Pacific,PG,Umbu-Ungu,Umbu-Ungu,6472,tpi,False,ubu,ltr
ubu-x-kambiya,Pacific,PG,Kambiya,Kambiya,8742,tpi,False,UNKNOWN,ltr
uda,Africa,NG,Uda,Uda,6473,en,False,uda,ltr
ude,Europe,RU,Удэгейский,Udihe,6474,ru,False,ude,ltr
udg,Asia,IN,Muduga,Muduga,6475,ml,False,udg,ltr
udi,Asia,AZ,Udi dili,Udi,6476,ru,False,udi,ltr
udj,Asia,ID,Ujir,Ujir,6477,id,False,udj,ltr
udl,Africa,CM,Wuzlam,Wuzlam,6478,fr,False,udl,ltr
udm,Europe,RU,Удмуртский,Udmurt,6479,ru,False,udm,ltr
udu,Africa,SD,Uduk,Uduk,6480,ar,False,udu,ltr
ues,Asia,ID,Kioko,Kioko,6481,id,False,ues,ltr
ufi,Pacific,PG,Ufim,Ufim,6482,tpi,False,ufi,ltr
ug,Asia,CN,"ئۇيغۇرچە‎, 维吾尔语, Уйгурский язык",Uyghur,6483,zh,False,uig,ltr
uga,Asia,SY,Ugaritic,Ugaritic,6484,,False,uga,ltr
uge,Pacific,SB,Ughele,Ughele,6485,pis,False,uge,ltr
ugn,Africa,UG,Ugandan Sign Language,Ugandan Sign Language,6486,en,False,ugn,ltr
ugn-x-rwandansl,Africa,RW,Rwandan Sign Language,Rwandan Sign Language,8279,,False,UNKNOWN,ltr
ugo,Asia,TH,Ugong,Ugong,6487,th,False,ugo,ltr
ugy,Americas,UY,Uruguayan Sign Language,Uruguayan Sign Language,6488,es-419,False,ugy,ltr
uha,Africa,NG,Uhami,Uhami,6489,en,False,uha,ltr
uhn,Asia,ID,Damal,Damal,6490,id,False,uhn,ltr
uis,Pacific,PG,Uisai,Uisai,6491,tpi,False,uis,ltr
uiv,Africa,CM,Iyive,Iyive,6492,fr,False,uiv,ltr
uji,Africa,NG,Tanjijili,Tanjijili,6493,en,False,uji,ltr
uk,Europe,UA,українська мова,Ukrainian,6494,en,False,ukr,ltr
uka,Asia,ID,Kaburi,Kaburi,6495,id,False,uka,ltr
ukg,Pacific,PG,Ukuriguma,Ukuriguma,6496,tpi,False,ukg,ltr
ukh,Africa,CF,Ukhwejo,Ukhwejo,6497,fr,False,ukh,ltr
ukl,Europe,UA,Ukrainian Sign Language,Ukrainian Sign Language,6498,en,False,ukl,ltr
ukp,Africa,NG,Ukpe-Bayobiri,Ukpe-Bayobiri,6499,en,False,ukp,ltr
ukq,Africa,NG,Ukwa,Ukwa,6500,en,False,ukq,ltr
uks,Americas,BR,Urubú-Kaapor Sign Language,Kaapor Sign Language,6501,pt,False,uks,ltr
uku,Africa,NG,Ukue,Ukue,6502,en,False,uku,ltr
ukw,Africa,NG,Ukwuani-Aboh-Ndoni,Ukwuani-Aboh-Ndoni,6503,en,False,ukw,ltr
ula,Africa,NG,Fungwa,Fungwa,6504,en,False,ula,ltr
ulb,Africa,NG,Ulukwumi,Ulukwumi,6505,en,False,ulb,ltr
ulc,Europe,RU,Ульчский,Ulch,6506,ru,False,ulc,ltr
ule,Americas,AR,Lule,Lule,6507,es-419,False,ule,ltr
ulf,Asia,ID,Usku,Usku,6508,id,False,ulf,ltr
uli,Pacific,FM,Ulithian,Ulithian,6509,en,False,uli,ltr
ulk,Pacific,AU,Meriam,Meriam,6510,en,False,ulk,ltr
ull,Asia,IN,Ullatan,Ullatan,6511,ml,False,ull,ltr
ulm,Asia,ID,Ulumanda',Ulumanda’,6512,id,False,ulm,ltr
uln,Pacific,PG,Unserdeutsch,Unserdeutsch,6513,tpi,False,uln,ltr
ulu,Asia,ID,Uma' Lung,Uma’ Lung,6514,id,False,ulu,ltr
ulw,Americas,NI,Ulwa,Ulwa,6515,es-419,False,ulw,ltr
uma,Americas,US,Umatilla,Umatilla,6516,en,False,uma,ltr
umb,Africa,AO,Umbundu,Umbundu,6517,pt,False,umb,ltr
umc,Europe,IT,Marrucinian,,6518,,False,umc,ltr
umi,Asia,MY,Ukit,Ukit,6519,ms,False,umi,ltr
umm,Africa,NG,Umon,Umon,6520,en,False,umm,ltr
umn,Asia,MM,Makyan Naga,"Naga, Makyan",6521,my,False,umn,ltr
umo,Americas,BR,Umotína,Umotína,6522,pt,False,umo,ltr
ump,Pacific,AU,Umpila,Umpila,6523,en,False,ump,ltr
ums,Asia,ID,Pendau,Pendau,6524,id,False,ums,ltr
umu,Americas,CA,Munsee,Munsee,6525,en,False,umu,ltr
una,Pacific,PG,North Watut,"Watut, North",6526,tpi,False,una,ltr
und,Africa,GW,Undetermined,,6527,,False,und,ltr
une,Africa,NG,Uneme,Uneme,6528,en,False,une,ltr
ung,Pacific,AU,Ngarinyin,Ngarinyin,6529,en,False,ung,ltr
unk,Americas,BR,Enawené-Nawé,Enawené-Nawé,6530,pt,False,unk,ltr
unm,Americas,US,Unami,Unami,6531,en,False,unm,ltr
unn,Pacific,AU,Kurnai,Kurnai,6532,en,False,unn,ltr
unr,Asia,IN,Mundari,Mundari,6533,bn,False,unr,ltr
unu,Pacific,PG,Unubahe,Unubahe,6534,tpi,False,unu,ltr
unx,Asia,IN,Munda,Munda,6535,bn,False,unx,ltr
unz,Asia,ID,Unde Kaili,"Kaili, Unde",6536,id,False,unz,ltr
upi,Pacific,PG,Umeda,Umeda,6537,tpi,False,upi,ltr
upv,Pacific,VU,Uripiv-Wala-Rano-Atchin,Uripiv-Wala-Rano-Atchin,6538,fr,False,upv,ltr
ur,Asia,PK,اردو,Urdu,6539,,True,urd,rtl
ura,Americas,PE,Urarina,Urarina,6540,es-419,False,ura,ltr
urb,Americas,BR,Urubú-Kaapor,Kaapor,6541,pt,False,urb,ltr
ur-Deva,Asia,IN,Urdu Devanagari script,Urdu Devanagari script,7510,hi,False,UNKNOWN,ltr
ure,Americas,BO,Uru,Uru,6542,es-419,False,ure,ltr
urg,Pacific,PG,Urigina,Urigina,6543,tpi,False,urg,ltr
urg-x-ohjob,Pacific,PG,Ohjob,Ohjob,8716,tpi,False,UNKNOWN,ltr
urg-x-undi,Pacific,PG,Undi,Undi,8668,tpi,False,UNKNOWN,ltr
urh,Africa,NG,Urhobo,Urhobo,6544,en,False,urh,ltr
uri,Pacific,PG,Urim,Urim,6545,tpi,False,uri,ltr
urk,Asia,TH,Urak Lawoi',Urak Lawoi’,6546,th,False,urk,ltr
url,Asia,IN,Urali,Urali,6547,ml,False,url,ltr
urm,Pacific,PG,Urapmin,Urapmin,6548,tpi,False,urm,ltr
urn,Asia,ID,Uruangnirin,Uruangnirin,6549,id,False,urn,ltr
uro,Pacific,PG,Ura (Papua New Guinea),Ura,6550,tpi,False,uro,ltr
urp,Americas,BR,Uru-Pa-In,Uru-Pa-In,6551,pt,False,urp,ltr
urr,Pacific,VU,Lehalurup,Löyöp,6552,fr,False,urr,ltr
urt,Pacific,PG,Urat,Urat,6553,tpi,False,urt,ltr
urw,Pacific,PG,Sop,Sop,6554,tpi,False,urw,ltr
urw-x-kono,Pacific,PG,Kono,Kono,8673,tpi,False,UNKNOWN,ltr
urw-x-maling,Pacific,PG,Maling,Maling,8568,tpi,False,UNKNOWN,ltr
urw-x-onee,Pacific,PG,Onee,Onee,8674,tpi,False,UNKNOWN,ltr
urx,Pacific,PG,Urimo,Urimo,6555,tpi,False,urx,ltr
ur-x-dcv,Asia,PK,اردو - Dominant Culture Variant,Urdu - Dominant Culture Variant,7514,,True,UNKNOWN,rtl
ury,Asia,ID,Orya,Orya,6556,id,False,ury,ltr
urz,Americas,BR,Uru-Eu-Wau-Wau,Uru-Eu-Wau-Wau,6557,pt,False,urz,ltr
usa,Pacific,PG,Usarufa,Usarufa,6558,tpi,False,usa,ltr
ush,Asia,PK,اشوجی,Ushojo,6559,ur,False,ush,ltr
usi,Asia,BD,Usui,Usoi,6560,bn,False,usi,ltr
usk,Africa,CM,Usaghade,Usaghade,6561,fr,False,usk,ltr
usp,Americas,GT,Uspanteco,Uspanteko,6562,es-419,False,usp,ltr
usu,Pacific,PG,Uya,Uya,6563,tpi,False,usu,ltr
uta,Africa,NG,Otank,Otank,6564,en,False,uta,ltr
ute,Americas,US,Ute-Southern Paiute,Ute-Southern Paiute,6565,en,False,ute,ltr
utp,Pacific,SB,Amba (Solomon Islands),Amba,6566,pis,False,utp,ltr
utr,Africa,NG,Etulo,Etulo,6567,en,False,utr,ltr
utu,Pacific,PG,Utu,Utu,6568,tpi,False,utu,ltr
utu-x-ivap,Pacific,PG,Ivap,Ivap,8615,tpi,False,UNKNOWN,ltr
uum,Asia,GE,Урумский язык,Urum,6569,ru,False,uum,ltr
uur,Pacific,VU,Ura (Vanuatu),Ura,6570,fr,False,uur,ltr
uuu,Asia,CN,濮满,U,6571,zh,False,uuu,ltr
uve,Pacific,NC,West Uvean,Fagauvea,6572,en,False,uve,ltr
uvh,Pacific,PG,Uri,Uri,6573,tpi,False,uvh,ltr
uvl,Pacific,PG,Lote,Lote,6574,tpi,False,uvl,ltr
uwa,Pacific,AU,Kuku-Uwanh,Kuku-Uwanh,6575,en,False,uwa,ltr
uya,Africa,NG,Doko-Uyanga,Doko-Uyanga,6576,en,False,uya,ltr
uz,Asia,UZ,"Oʻzbek, Ўзбек, أۇزبېك‎",Uzbek,6577,ru,False,uzb,ltr
uzn,Asia,UZ,Northern Uzbek,"Uzbek, Northern",6578,ru,False,uzn,ltr
uzs,Asia,AF,ازبېک تیلی,"Uzbek, Southern",6579,ps,False,uzs,ltr
vaa,Asia,IN,Vaagri Booli,Vaagri Booli,6580,ta,False,vaa,ltr
vaa-x-akkipikki,Asia,IN,Akki Pikki,Akki Pikki,8399,te,False,UNKNOWN,ltr
vaa-x-konaakki,Asia,IN,Kona-Akki Pikki,,7584,ta,False,UNKNOWN,ltr
vae,Africa,CF,Vale,Vale,6581,fr,False,vae,ltr
vaf,Asia,IR,گویش وفسی,Vafsi,6582,fa,False,vaf,ltr
vag,Africa,GH,Vagla,Vagla,6583,en,False,vag,ltr
vah,Asia,IN,Varhadi-Nagpuri,Varhadi-Nagpuri,6584,mr,False,vah,ltr
vai,Africa,LR,Vai,Vai,6585,en,False,vai,ltr
vaj,Africa,NA,Sekele,Northwestern !Kung,6586,en,False,vaj,ltr
val,Pacific,PG,Vehes,Vehes,6587,tpi,False,val,ltr
vam,Pacific,PG,Vanimo,Vanimo,6588,tpi,False,vam,ltr
van,Pacific,PG,Valman,Valman,6589,tpi,False,van,ltr
vao,Pacific,VU,Vao,Vao,6590,fr,False,vao,ltr
vap,Asia,IN,Vaiphei,Vaiphei,6591,mni,False,vap,ltr
var,Americas,MX,Huarijio,Huarijío,6592,es-419,False,var,ltr
vas,Asia,IN,Vasavi,Vasavi,6593,mr,False,vas,ltr
vau,Africa,CD,Vanuma,Vanuma,6594,fr,False,vau,ltr
vav,Asia,IN,Varli,Varli,6595,mr,False,vav,ltr
vay,Asia,NP,वायु,Vayu,6596,ne,False,vay,ltr
vbb,Asia,ID,Southeast Babar,"Babar, Southeast",6597,id,False,vbb,ltr
vbk,Asia,PH,Southwestern Bontok,"Bontok, Southwestern",6598,ilo,False,vbk,ltr
ve,Africa,ZA,Tshivenḓa,Venda,6599,en,False,ven,ltr
vec,Europe,IT,Venetian,Venetian,6600,en,False,vec,ltr
ved,Asia,LK,Veddah,Veddah,6601,ta,False,ved,ltr
vel,Europe,NL,Veluws,Veluws,6602,nl,False,vel,ltr
vem,Africa,NG,Vemgo-Mabas,Vemgo-Mabas,6603,en,False,vem,ltr
veo,Americas,US,Ventureño,Ventureño,6604,en,False,veo,ltr
vep,Europe,RU,Вепсский,Veps,6605,ru,False,vep,ltr
ver,Africa,NG,Mom Jango,Mom Jango,6606,en,False,ver,ltr
ver-x-vere,Africa,NG,Vere,,7866,en,False,UNKNOWN,ltr
vgr,Asia,PK,Vaghri,Vaghri,6607,ur,False,vgr,ltr
vgt,Europe,BE,Vlaamse Gebarentaal,Flemish Sign Language,6608,nl,False,vgt,ltr
vi,Asia,VN,Tiếng Việt,Vietnamese,6609,,True,vie,ltr
vic,Americas,VI,Virgin Islands Creole English,Virgin Islands Creole English,6610,en,False,vic,ltr
vid,Africa,TZ,Vidunda,Vidunda,6611,sw,False,vid,ltr
vif,Africa,CG,Vili,Vili,6612,fr,False,vif,ltr
vig,Africa,BF,Viemo,Viemo,6613,fr,False,vig,ltr
vin,Africa,TZ,Vinza,Vinza,6614,sw,False,vin,ltr
vis,Asia,IN,Vishavan,Vishavan,6615,ml,False,vis,ltr
vit,Africa,NG,Viti,Viti,6616,en,False,vit,ltr
viv,Pacific,PG,Iduna,Iduna,6617,tpi,False,viv,ltr
vki,Africa,NG,Ija-Zuba,Ija-Zuba,6618,en,False,vki,ltr
vkj,Africa,TD,Kujargé,Kujargé,6619,ar,False,vkj,ltr
vkk,Asia,ID,Kaur,Kaur,6620,id,False,vkk,ltr
vkl,Asia,ID,Kulisusu,Kulisusu,6621,id,False,vkl,ltr
vko,Asia,ID,Kodeoha,Kodeoha,6622,id,False,vko,ltr
vkp,Asia,IN,Korlai Creole Portuguese,Korlai Creole Portuguese,6623,mr,False,vkp,ltr
vkt,Asia,ID,Tenggarong Kutai Malay,"Malay, Tenggarong Kutai",6624,id,False,vkt,ltr
vku,Pacific,AU,Kurrama,Kurrama,6625,en,False,vku,ltr
vlp,Pacific,VU,Valpei,Valpei,6626,fr,False,vlp,ltr
vls,Europe,BE,Vlaams,Vlaams,6627,nl,False,vls,ltr
vma,Pacific,AU,Martuyhunira,Martuyhunira,6628,en,False,vma,ltr
vmc,Americas,MX,Juxtlahuaca Mixtec,"Mixtec, Juxtlahuaca",6629,es-419,False,vmc,ltr
vmd,Asia,IN,Mudu Koraga,"Koraga, Mudu",6630,kn,False,vmd,ltr
vme,Asia,ID,East Masela,"Masela, East",6631,id,False,vme,ltr
